"fid","distance","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"G85N-MNM",103351.264491197,53.13333,-2.66667,"Tiverton, Cheshire, England",52.4379,-1.6496,"England"
"G85X-FDX",101914.34649026,53.18268,-2.53046,"Cheshire, England",52.4379,-1.6496,"England"
"G869-GYG",158656.135898197,52.7298,0.1071,"Tydd St Giles, Cambridgeshire, England",53.0467,-2.196,"Burslem, Staffordshire, England"
"G869-VC7",173474.549271006,53.95878,-1.08248,"Yorkshire, England",52.4379,-1.6496,"England"
"G86M-B1L",175007.572278677,52.9095,1.0873,"Holt, Norfolk, England",51.51311,-0.0916,"London St Mary le Bow and St Pancras Soper Lane with All Hallows Honey Lane, Middlesex, England"
"G86M-L8S",350135.239732604,50.95,1.85,"Pas-de-Calais, France",52.9082,-2.1433,"Stone, Staffordshire, England"
"G86M-LBW",219797.346919321,53.6782,-1.6686,"Ravensthorpe, Yorkshire, England",52.27119,0.63227,"Risby, Suffolk, England"
"G86M-LMT",130758.676912758,50.76022,4.10891,"Male Castle, Brugge, Hertogdom Brabant, Belgium",50.7505,2.2522,"Saint-Omer, Pas-de-Calais, Nord-Pas-de-Calais, France"
"G86M-RHL",149985.412427763,51.51,-0.12,"London, England",52.67827,0.97259,"Norfolk, England"
"G86M-RV2",161896.390393611,52.62001,-1.41249,"Market Bosworth, Leicestershire, England",52.53296,0.97651,"Great Ellingham, Norfolk, England"
"G86N-2FY",213079.453178649,50.766,-2.14508,"Dorset, England",52.6248,-1.4078,"Market Bosworth, Leicestershire, England"
"G86V-5XX",180308.31498125,55.2167,-3.7333,"Closeburn, Dumfriesshire, Scotland",56.81674,-4.18396,"Scotland"
"G86W-WKC",625356.686344252,50.3576,3.5235,"Valenciennes, Les Deus, Normandy, France",44.90832,5.55289,"Valenchinne, Les Deux, Normandy, France"
"G875-V8W",133777.237684953,53.2333,-2.9,"Backford, Cheshire, England",52.536,-1.2779,"Sapcote, Leicestershire, England"
"G87C-JLR",452014.778204113,48.7581,1.0575,"Tillières-sur-Avre, Eure, Upper Normandy, France",52.4379,-1.6496,"England"
"G87C-Y7C",343573.670261051,49.184,-0.368,"Caen, Calvados, Normandy, France",50.9844,-4.2761,"Alwington, Devon, , England"
"G87L-TT8",521533.640643173,50.0481,1.4206,"Eu, Seine-Maritime, Haute-Normandie, France",45.42212,0.31683,"Champagne-et-Fontaine, Dordogne, Aquitaine, France"
"G87R-HPC",112054.003883038,52.86567,-1.77855,"Moreton, Staffordshire, England",51.88419,-2.14462,"Gloucestershire, England, United Kingdom"
"G884-SZK",340410.836618319,55.33405,-1.98349,"Northumberland, England",52.35,-0.85,"Northamptonshire, England"
"G888-N86",121086.731459159,42.42579,-71.06572,"Malden, Middlesex, Massachusetts Bay Colony, British Colonial America",41.70037,-72.1575,"Windham, Windham, Connecticut Colony, British Colonial America"
"G88H-3XD",133214.396332622,52.3312,-0.9062,"Brixworth, Northamptonshire, England",52.3856,1.0513,"Bressingham, Norfolk, England"
"G88J-52C",118082.839487866,51.3943,0.2438,"Horton Kirby, Kent, England",51.85739,-1.29353,"Oxfordshire, England"
"G88L-CLW",223551.7028342,53.0456,-2.4506,"Wybunbury, Cheshire, England",51.6516,-0.0837,"Enfield, Middlesex, England"
"G88L-GXN",164465.301669641,52.4791,-2.2587,"Enville, Staffordshire, England",51.02586,-1.82865,"Homington, Wiltshire, England"
"G88L-XMD",201267.143333944,51.0119,-3.0977,"Taunton, Somerset, England, United Kingdom",50.0891,-5.5449,"Paul, Cornwall, England, UK"
"G892-N2H",172929.242619072,54.5,-7.31666,"Cavan, County Tyrone, Ireland",53,-8,"Ireland"
"G89J-VCH",186166.775071496,52.1368,-0.011,"Orwell, South Cambridgeshire, Cambridgeshire, England, United Kingdom",50.76666,-1.55,"Buckland by Lymington, Hampshire, England, United Kingdom"
"G8B2-9Q4",1082225.00716385,45.91201,5.68764,"Charron, Ain, Rhône-Alpes, France",54.4059,-1.7337,"Richmond Castle, North Riding Yorkshire, England"
"G8B6-BY7",388552.785524458,49.16667,-0.5,"Grentemesnil, Calvados, Normandie, France",52.63268,-1.15406,"Leicester, Leicestershire, England"
"G8B7-9BY",696848.84797674,47.14463,-1.1643,"Tillières, Maine-et-Loire, Pays de la Loire, France",53.3369,-2.60292,"Hatton, Cheshire, England"
"G8BJ-WF9",198047.903645201,52.2751,1.0653,"Suffolk, England",53.3413,-1.2911,"Wales, England"
"G8BK-FY8",124249.296225384,52.4379,-1.6496,"England",53.15812,-0.23925,"Eresby, Lincolnshire, England"
"G8BQ-HRS",1137242.12868396,53.57854,-2.42766,"Bolton, Lancashire, England",43.3709,-1.7996,"Fuenterrabía, Fuenterrabía, Gipuzkoa, Basque Country, Spain"
"G8BX-4G9",5142426.52329498,51.11974,-2.9,"Samford Orcas, Somerset, England",41.7701,-71.1287,"Bristol, Somerset, England"
"G8BY-HP5",280290.933344472,53.7482,-2.021,"Heptonstall, Yorkshire, England, United Kingdom",51.51,-0.12,"London, England"
"G8C1-KMY",176549.384752231,52.5405,-0.5816,"Bulwick, Northamptonshire, England",53.3431,-2.8517,"Speke, Liverpool district, Lancashire, England"
"G8C2-FVR",257010.589135266,51.4563,-2.5599,"Barton, Gloucestershire, England.",53.76343,-2.70304,"Preston, Lancashire, England."
"G8C6-8VY",204044.353318798,49.5,-1.5,"Cotentin, Normandy, France",49.61291,1.3204,"Beaumont, Seine-Maritime, Normandy, France"
"G8C8-HDF",237376.209981939,52.4379,-1.6496,"England",50.73646,-3.71887,"Devon, England"
"G8CM-QM7",250728.19169274,52.4379,-1.6496,"England",51.1274,1.312,"Dover, Kent, England"
"G8CR-K72",248864.777367938,49.081,-1.3854,"Cambernon, Manche, Normandy, France,",50.73646,-3.71887,", Devon, , England"
"G8CT-1CR",166940.919173794,53.81849,-2.62573,"Lancashire, England",52.4379,-1.6496,"England"
"G8CZ-GVM",266629.297096186,54.8272,-1.3668,"Dalton le Dale, Durham, England",52.4379,-1.6496,"England"
"G8D1-GWH",281480.898313091,52.0792,1.38373,"Wilford, Suffolk, England",52.3679,-2.7176,"Ludlow, Shropshire, England"
"G8D1-KB4",134167.275047574,52.4265,0.5762,"Wangford, Suffolk, England",51.22608,0.75054,"Kent, England"
"G8D1-KH9",147764.787460274,53.66667,-9,"Galway Castle, Connaught, Ireland",52.3527,-8.687,"Munster, Clare, Ireland"
"G8DB-WS6",259316.008577787,53.6833,-1.50109,"Wakefield, Yorkshire, England",51.51,-0.12,"London, London, Middlesex, England"
"G8DJ-LCQ",126010.033073941,56.25,-3.16667,"Balveny Castle, Fifeshire, Scotland",55.33405,-1.98349,"Northumberland, England"
"G8DL-PT6",221078.43150184,54.3047,-0.5135,"Hackness, Yorkshire, England",52.4379,-1.6496,"England"
"G8DY-65K",219213.333507989,51.0927,-1.2381,"Itchen Abbas, Hampshire, England",50.8783,-4.3479,"Sutcombe, Devon, England"
"G8F5-1Q3",132704.411658675,51.2364,-0.57067,"Guildford, Surrey, England",51.8954,1.0275,"Great Bromley, Essex, England"
"G8FH-DFL",3567468.73340622,34.2878,-118.8584,"Virginia Colony, Britiish Colonial America",38.16667,-79.11667,"Augusta County, Virginia, British America"
"G8FR-795",709756.010908277,52.3626,-0.5507,"Ringstead, Northamptonshire, England",47.12755,5.09301,"Cîteaux, Cote d'Or, Bourgogne, France"
"G8FR-FQJ",200289.405861388,55.6,12.15,"Roskilde, Sjælland, Danmark",53.84387,11.47202,"Dorf Mecklenburg, Burg Mecklenburg, Wismar, Mecklenburg-Vorpommern, Germany"
"G8FR-QMF",5226211.66178567,52.364,-0.5918,"Great Addington, Northampton, England",45.0872,-74.1747,"Huntingdon, Le Haut-Saint-Laurent, Quebec, Canada"
"G8FW-7B3",332569.608381381,59.08333,16.31667,"Ökna, Floda, Södermanland, Sweden",62,15,"Sweden"
"G8G5-GZ4",230091.693421537,54,-1.46667,"Knaresborough, Yorkshire, England",52.85301,1.41962,"Knapton, Norfolk, England"
"G8GP-VBL",513991.957187163,56.81674,-4.18396,"Scotland",52.4379,-1.6496,"England"
"G8GQ-KTJ",122267.54357727,52.4379,-1.6496,"England, United Kingdom",51.508,-0.7007,"Bray, Berkshire, England, United Kingdom"
"G8GS-KL2",821504.114039899,53.11546,-1.02722,"Nottinghamshire, England",46,2,"France"
"G8H1-B1R",5088917.35993295,50.7127,-3.3151,"Venn Ottery, Devon, England",42.3028,-71.06796,"Dorchester, Massachusetts Bay, British Colonial America"
"G8HV-Q29",161367.946551556,55.5931,-4.4994,"Riccarton, Ayrshire, Scotland, United Kingdom",55.33405,-1.98349,"Braxton, Northumberland, England"
"G8HY-WN5",363169.858659212,55.3173,-1.62001,"Warkworth, Northumberland, England",52.0606,-1.2939,"Warkworth, Banbury, Northamptonshire, England"
"G8J3-MJ7",211497.191305945,51.03333,0.41667,"Ticehurst, Sussex, England",52.4379,-1.6496,"England"
"G8J3-XLW",175774.955524104,53.8499,-3.0523,"Bispham, Lancashire, England",52.33022,-3.76641,"Wales"
"G8J7-26Y",276884.428755622,51.57199,-4.0869,"Gower, Glamorgan, Wales",51.504,-0.089,"Southwark, London, England"
"G8J8-RXZ",304620.943061695,52.33,4.83,"Gronigon, Hollande",52.75,0.38333,"Bishop's Lynn, Norfolk, England"
"G8JB-YX8",6069365.39595796,50.981,-0.3385,"Hasting, Sussex",36.915,-77.2794,"Eastbourne, Sussex"
"G8JD-7HV",161377.532393167,51.1478,-2.7188,"Glastonbury, Somerset, England",52.4379,-1.6496,"England"
"G8JF-2PY",349787.144293757,59,-3,"Orkney Islands, Orkney, Scotland",55.8591,-3.1675,"Roslin, Midlothian, Scotland"
"G8JF-495",850541.212267356,56.5,-4,"Strathearn, Perthshire, Scotland",49.9167,2.5,"Somme, Picardy, France"
"G8JF-LLY",526434.429070651,56.81674,-4.18396,"Scotland",52.33781,-1.56089,"Warwickshire, England"
"G8JG-Y2Z",914168.273807642,53.9,-1.5,"Harewood Castle, Yorkshire, England",46,2,"France"
"G8JJ-H7M",1092674.04539867,51.5661,-8.9631,"Rathbarry castle county cork Munster ireland",50.81667,6.68333,"Rath bei Nörvenich, Düren, North Rhine-Westphalia, Germany"
"G8JK-QRN",478932.924732168,45.47906,11.25335,"Castello, Montecchia di Crosara, Verona, Veneto, Italia",41.54836,13.66715,"Castello, Roccasecca, Frosinone, Lazio, Italia"
"G8JV-8TR",219147.792493927,51.2266,-2.8116,"Wedmore, Somerset, England",51.9483,0.1366,"Berden, Essex, England"
"G8JV-GBX",320104.081590945,48.8667,2.3333,"Paris, Ville-de-Paris, District of the Paris Region, France",46,2,"France"
"G8JW-QDD",152051.801399163,53.25,-8.66666,"Clanricarde, County Galway, Ireland",52.26666,-7.1,"Waterford, County Waterford, Ireland"
"G8K3-KR7",248887.340454246,41.8066,-6.7574,"Bragança Municipality, Bragança, Portugal",39.7707,-7.9781,"Portugal"
"G8K7-1W7",847557.878228268,50.3576,3.5235,"Valenciennes, Nord, Hauts-de-France, France",45.5308,12.3308,"Venice, Veneto, Italy"
"G8K9-KN8",351830.476658199,48.928,0.5326,"Normandie, France",51.02772,-3.14217,"Langford, Somerset, England, Great Britain"
"G8KB-Q64",500116.000599576,48.67,0.08,"Neuville-sur-Tonque, Orne, Normandy, France",53.15812,-0.23925,"Lincolnshire, England"
"G8KF-BK4",263934.791454794,52.70058,1.25294,"Horsford, Norfolk, England",51.7291,-2.2776,"King's Stanley, Gloucestershire, England"
"G8KM-BBD",167099.778070313,50.9713,-1.33552,"Bishopstoke, Hampshire, England",51.50441,-3.57691,"Bridgend, Glamorgan, Wales"
"G8KM-JF3",867559.492600725,50.3741,2.0373,"Hesdin, Pas-de-Calais, Hauts-de-France, France",56.95,-5.05,"Lochaber, Inverness-shire, Scotland"
"G8KN-LZ8",185685.567748102,50.981,-0.3385,"Radinden, Sussex, England",52.4379,-1.6496,"England"
"G8KQ-KX4",547787.816859552,53.18468,-3.42276,"Denbighshire, Wales",49.9167,2.5,"Somme, Picardie, France"
"G8L2-19B",441628.567690309,51.1535,1.1113,"Elham, Kent, England",54.7764,-1.5757,"Durham, Durham, England"
"G8LB-B18",619680.733004799,55.96,-4.53,"Dunbartonshire, Scotland",50.981,-0.3385,"Strood Park Sinfold Sussex England"
"G8LL-DQG",114663.764218233,53.11667,-0.63333,"North Kesteven, Lincolnshire, England, United Kingdom",52.2551,0.298,"Swaffham Prior, East Cambridgeshire, Cambridgeshire, England, United Kingdom"
"G8M1-X6T",451105.129774218,49.9037,3.62522,"Guise, Aisne, Picardy, France",46,2,"France"
"G8M2-RRV",115943.584252199,50.568,4.0027,"Neufvilles - Commune de Soignon, Arrondissement de Soignies, Province de Hainaut, Belgique",50.5728,2.3628,"Rely, Pas-de-Calais, Nord-Pas-de-Calais, France"
"G8M2-THW",469584.429136959,50.1845,2.7993,"Hamelincourt, Pas-de-Calais, Hauts-de-France, France",46,2,"France"
"G8M5-9QX",181909.970242923,50.7967,5.92621,"Mechelen",49.82677,3.86663,"Cambron"
"G8M5-LM3",476615.866184716,47.47391,-1.8577,"Saint-Omer, Loire-Atlantique, Pays de la Loire, France",50.6414,2.5417,"Haverskerque, Nord, Nord-Pas-de-Calais, France"
"G8MB-GHY",212811.481954812,54.91084,-7.90151,"County Donegal, Ireland",53,-8,"Ireland"
"G8MB-K5G",212811.481954812,54.91084,-7.90151,"County Donegal, Ireland",53,-8,"Ireland"
"G8MB-L5C",227519.995444111,55.0333,-7.64694,"Ramelton, Aughnish, County Donegal, Ireland",53,-8,"Ireland"
"G8MB-L7Q",489886.918061399,56.81674,-4.18396,"Scotland",53,-8,"Islands of Ceann Maghair Atha, Ireland"
"G8MP-1J7",123514.785025991,50.9286,3.6617,"Gavere, East Flanders, Belgium",49.82677,3.86663,"Cambron"
"G8MP-FWR",205539.720715539,51.85739,-1.29353,"Oxfordshire, England",52.56701,1.48866,"Langley Street, Norfolk, England"
"G8MP-MPX",154803.379666991,52.4379,-1.6496,", , , England, United Kingdom",53.784,-1.068,"Babthorpe, Selby, North Yorkshire, England, United Kingdom"
"G8MR-SD3",163900.965876895,50.766,-2.14508,"Heringston, Dorset, England",51.51,-0.12,"London, England"
"G8MZ-ZSW",361507.8897852,52.3678,1.4923,"Spexhall, Suffolk, England",54.38216,-2.77954,"Westmorland, England"
"G8N6-2Z7",343647.853892365,50.981,-0.3385,"Sussex, England",50.25116,-5.06676,"Cornwall, England"
"G8NN-LZF",181084.140228109,52.38733,-0.18402,"Huntingdonshire, England",53.18268,-2.53046,"Cheshire, England"
"G8NT-66K",101561.396056002,52.4379,-1.6496,"England",53.3485,-1.743,"Hope, Derbyshire, England"
"G8NT-LQ8",363169.858659212,55.3173,-1.62001,"Warkworth, Northumberland, England",52.0606,-1.2939,"Manor, Yorkshire, England"
"G8NW-46G",110139.361160029,53.4074,-1.3221,"Whiston, Yorkshire, England",52.4379,-1.6496,"England"
"G8NW-619",123017.948491475,53.4074,-1.3221,"Whiston, Yorkshire, England",52.3312,-0.9062,"Brixworth, Northamptonshire, England"
"G8NW-8SC",181320.404525081,52.02229,-2.81412,"Hereford, Herefordshire, England",51.83747,-0.18951,"Hertsfordshire, England"
"G8PB-9LM",3338182.57785141,49.03111,2.42597,"Montmorency, Seine-Et-Oise, France",31.7833,35.2333,"Jerusalem, Palestine"
"G8PM-Q92",197391.306175954,56.81674,-4.18396,"Scotland",55.08333,-3.51667,"Torthorwald, Dumfriesshire, Scotland"
"G8PP-N9Y",372498.259362529,48.21339,9.02406,"Ebingen, Albstadt, Zollernalbkreis, Baden-Württemberg, Germany",51.5,10,"Germany"
"G8Q3-CVM",239530.352667853,51.8167,12.6666,"Wittenberg, Sachsen, Germany",53.84387,11.47202,"Mecklenburg, Nordwestmecklenburg, Mecklenburg-Vorpommern, Germany"
"G8Q4-3X1",114340.984799252,52.1311,-0.0329,"Wimpole, Cambridgeshire, England",51.22608,0.75054,"Studley, Kent, England"
"G8Q4-WW9",534215.84284169,55.9535,-3.1892,"Edinburgh, Midlothian, Scotland",51.51,-0.12,"London, , Middlesex, England"
"G8Q7-17X",817313.999930819,44.61734,2.36245,"E'Stampes, France",51.5759,-1.1545,"Cholsey, Berkshire, England"
"G8QG-3Z7",129086.712180244,45.194,3.2926,"Mercoeur, Haute-Loire, Auvergne-Rhône-Alpes, France",44.9305,4.8914,"Valence, Drôme, Auvergne-Rhône-Alpes, France"
"GGDN-9WX",311753.110488338,54.5871,-1.1385,"West Riding, Yorkshire, England",51.8182,-0.4374,"Saint Giles-in-the-Woods Priory, Flamstead, Hertfordshire, England"
"G8QK-YG2",163940.572393647,48.04747,0.41693,"Montfort-le-Gesnois,72241,Sarthe,Pays de la Loire,FRANCE,Montfort-le-Rotrou",46.6454,-0.2482,"Parthenay,79202,Deux-Sèvres,Nouvelle-Aquitaine,FRANCE,"
"G8QQ-P7J",382020.34882426,52.6,-7.915,"Tipperary, Ireland",51.11974,-2.9,"Somerset, England"
"G8QR-SWK",257833.195540913,46.1885,-1.3291,"La Flotte, Île de Ré, Charente-Maritime, France",46,2,"France"
"G8QT-5DN",277627.597091558,50.9892,-3.4925,"Bampton, Devon, England",48.9478,-1.2644,"Hambye, Manche, Basse-Normandie, France"
"G8QW-185",147207.641821493,51.51,-0.12,"London, England",52.4379,-1.6496,"England"
"G8TV-XDQ",220244.851065976,52.33022,-3.76641,"Wales",51.0629,-1.3148,"Winchester, Hampshire, England"
"G8R1-7HM",537187.369919437,49.06,-0.11,"Normandie, France",53.5804,-2.8167,"Lathom St James, Lancashire, England"
"G8R3-J82",571378.64591854,45.7925,2.9985,"Auvergne, France",50.6,5.7,"Liège, Belgium"
"G8R4-ZBJ",121850.8897937,53.3443,-6.2665,"Dublin, County Dublin, Ireland",53,-8,"Kingdom of Leinster,Ireland"
"G8R9-4HZ",288168.144149388,50.73646,-3.71887,"Spencercombe, Devonshire, England",52.9235,-1.477,"Derby, Derbyshire, England"
"G8RQ-V37",185685.567748102,50.981,-0.3385,"Sussex, Angleterre",52.4379,-1.6496,"England"
"G8RW-NZ5",240853.6285856,50.95,-3.88333,"Kings Nympton, Devon, England",52.2686,-1.1206,"Norton, Northamptonshire, England"
"G8S6-7H4",160397.058006267,57.43333,-6.58333,"Dunvegan Castle, Isle of Skye, County Inverness-shire, Scotland",56.81674,-4.18396,"Castle Knock, Camus Castle), Armadale, County West Lothian Scotland"
"G8SF-7FW",419214.17122404,52.1596,4.4934,"Leiden, Holland, Netherlands",52.4379,-1.6496,"England"
"G8SF-VG9",121349.011790695,51.4128,-2.2509,"Box, Wiltshire, England, United Kingdom",52.4379,-1.6496,"England, United Kingdom"
"G8SJ-HMD",5152290.48386807,52.4379,-1.6496,"England",42.46667,-71.36667,"Concord, Middlesex, Massachusetts Bay, British Colonial America"
"G8SK-NLF",245849.374347952,51.1794,13.4982,"Meißen, Dresden, Saxony, Germany",51.5,10,"Germany"
"G8SM-7HX",3656121.30814039,52.9235,-1.477,"Derby, Derbyshire, Inglaterra",32.91666,35.06666,"Akko, Northern District, Israel"
"G8SN-979",127032.191298396,52.48932,1.20132,"Depwade, Norfolk, England",51.96375,-0.45238,"Sharpenhoe, Streatley with Sharpenhoe, Bedfordshire, England"
"G8SQ-NFT",391549.054831055,50.3702,-4.17,"Stoke Damerel, Devon, England",52.78333,-0.05,"Moulton, Lincolnshire, England"
"G8SV-6XH",101377.25465124,55.14783,-3.64282,"Dumfriesshire, Scotland",55.90427,-2.74688,"Gifford, Yester, Haddingtonshire, Scotland"
"G8SX-1P3",167844.46300557,51.85229,0.61466,"Essex, England",52.4379,-1.6496,"England, United Kingdom"
"G8SX-RF5",151730.063899698,51.76274,-0.65918,"Buckinghamshire, England",50.766,-2.14508,"Dorset, England"
"G8SY-RWD",162682.335711694,52.4379,-1.6496,"England",53.66667,-0.33333,"Goxhill, Lincolnshire, England"
"G8T1-R6J",3167065.24446632,45.0539,1.5836,"Turenne,19273,Corrèze,Nouvelle-Aquitaine,FRANCE,",32.9281,35.0765,"Acre,,,District Nord,ISRAËL,"
"G8T7-LD5",169897.375513926,51.1825,-3.4459,"Of Dunster, Somersetshire, England",50.6465,-1.17924,"Sandown, Hampshire, England"
"G8T7-MZ5",436879.053433643,56.16667,-3.75,"Clackmannanshire, Scotland",52.4379,-1.6496,"England"
"G8T7-NFP",135933.876754573,52.33781,-1.56089,"Goodrest, Wedgnock Park, Warwickshire, England",51.5137,-0.0996,"Saint Paul's Cathedral, London, England"
"G8T8-CNS",111312.13445738,52.4379,-1.6496,"England",52.1913,-0.0644,"Bourn, Cambridgeshire, England"
"G8T8-S6V",3390977.36423894,49.4878,0.4544,"Tancarville, Seine-Maritime, Normandy, France",32.9281,35.0765,"Acre, Northern, Israël"
"G8T9-YHT",107313.594178469,55.275,-3.7519,"Morton, Dumfriesshire, Scotland",55.6293,-2.1709,"** Killed at the Battle of Branxton, Northumberland Unitary Authority, Northumberland, England"
"G8TC-3WW",284477.359455662,48.8193,2.9188,"Dammartin, Seine-Et-Marne, France",46.8217,0.5445,"Chatellerault, Vienne, France"
"G8TD-SH5",681082.374397284,50.25116,-5.06676,"Cornwall, England",45.829,1.2663,"Limoges, Haute-Vienne, Nouvelle-Aquitaine, France"
"G8TQ-KS7",403144.840290032,54.76426,-1.57104,"Whytehill, , Durham, England",53.4415,-7.3233,"Whitewell, Durham"
"G8TV-HHB",246206.826649367,52.2242,-9.4225,"Desmond, Kerry, Ireland",53.34289,-6.26743,"Dublin Castle, Dublin, Ireland"
"G8TV-JBK",168345.060039548,53.06,-2.5,"Nantwich, Cheshire, England",51.75044,-1.26011,"Oxford, Oxfordshire, England"
"G8TV-XP4",562461.136991676,52.69875,0.8986,"Gressenhall, Norfolk, England",56.81674,-4.18396,"Scotland"
"G8TW-2KV",113242.235259284,52.8,-6.15,"Arklow, County Wicklow, Ireland",52.937,-7.8199,"Carrick, County Tipperary, Ireland"
"G8TW-2SV",499816.358700021,53.08333,-7,"Kilkenny Castle, Kildare, Leinster, Ireland",51.51,-0.12,"London, Middlesex, England"
"G8TY-HM3",492277.937689725,48.2743,-3.5781,"Carhaix, Finistère, Brittany, France",46,2,"France"
"G8TY-LN8",140513.599408922,53.7,-1.61666,"Soothill, Yorkshire, England",52.4379,-1.6496,"England"
"G8TZ-258",209108.655824197,52.64306,-2.71362,"Caus, Shropshire, England.",50.8244,-3.473,"Silverton, Devon, England"
"G8TZ-GVD",512301.539353452,55.55,-3.83333,"Douglas Castle, Lanarkshire, Scotland",51.51,-0.12,"London, England"
"G8TZ-PTY",211469.11604475,48.4178,6.0561,"Vaudemont,Meurthe-Et-Moselle,Lorraine,France",49.3417,3.5319,"Braine, Aisne, Picardie, France"
"G8V8-6WJ",108335.114803849,53.01077,-6.38277,"County Wicklow, Ireland",53,-8,"Ireland"
"G8V8-XJK",169119.843550613,51.9486,-0.5326,"Toddington, Bedfordshire, England",51.07809,-2.53347,"Castle Cary, Somerset, England"
"G8VB-P3W",170139.76017717,54.61119,-6.93167,"Ulster, Ireland",53.08333,-7,"Leinster, Ireland"
